author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,_merge
Jan Gryczynski,"['Gryczynski, Jan.editor.edthttp://id.loc.gov/vocabulary/relators/edt']","['Ethnocultural Perspectives on Disaster and Trauma [electronic resource] : Foundations, Issues, and Applications /']",[nan],[nan],['eng'],['Cross Cultural Psychology.'],"['Crises do not occur in cultural vacuums, but help often does. Good intentions are not enough. Lack of cultural understanding, sensitivity, and competencies can hamper and even harm the professional response to disasters. To help and heal, one must know and understand the cultural background of disaster victims. Ethnocultural Perspectives on Disaster and Trauma offers readers substantive knowledge in these three vital areas of disaster response. In this pioneering volume, experts on individual and collective trauma experience, posttraumatic stress and related syndromes, and emergency and crisis intervention – share knowledge and insights on the cultural context of working with ethnic and racial minority communities during disasters. In each chapter, emotional, psychological, and social needs as well as communal strengths and coping skills that arise in disasters are documented for major minority groups in the United States including specific chapters on African Americans, Native Americans, Arab Americans, Asian Indians, Chinese Americans, Caribbean Americans, Latin Americans, Native Hawaiians, and Vietnamese Americans. Each chapter features information on: Demographics, major historical events, and core values of each population Important cultural insights, including communication styles, culture-specific disorders, and valid assessment instruments Therapeutic and healing traditions versus conventional medicine and therapy Perspectives specific to the population’s experience with disaster and trauma Authors’ recommendations for improving services to the population Practical appendices for readers new to the field This unique volume is a cultural competency compendium that will increase to the effectiveness of all who respond to disasters. It will also be of interest and value to scholars, policy makers, and health professionals working in the areas of disaster management, crisis intervention, and trauma. Ethnocultural Perspectives on Disaster and Trauma points readers to what the editors call the path ""beyond simple assistance to healing and the restoration of hope and meaning."".']",,,,left_only
Janeeditor Malcolm,"['Malcolm, Janeeditor.']",['Contemporaries and snobs /'],[nan],[nan],['eng'],['Poetry.'],"['We must be barbaric: an introduction to Contemporaries and snobs -- Poetry and the literary universe -- Shame of the person -- Poetry, out of employment, writes on unemployment -- Escapes from the zeitgeist -- Poetic reality and critical unreality -- Poetry and progress -- The higher snobbism -- T. E. Hulme, the new barbarism, and Gertrude Stein -- The facts in the case of Monsieur Poe.']",,,,left_only
Janeen L. Kolin,"['Kolin, Janeen L.1947-']","['Professional writing for nurses in education, practice and research']",[1980.0],['St. Louis London Mosby'],['eng'],['Nursing'],['Includes bibliographies and index'],,,,left_only
Janet Burstein,"['Burstein, Janet.']","['Writing mothers, writing daughters : tracing the maternal in stories by American Jewish women /']",[1996.0],"['Urbana : University of Illinois Press,']",['eng'],['Women and literature'],['BNA'],,,,left_only
Janet H. Randall,"['Randall, Janet H.author.authttp://id.loc.gov/vocabulary/relators/aut']",['Linking [electronic resource] : The Geometry of Argument Structure /'],[nan],[nan],['eng'],['Theoretical Linguistics.'],"['Linking – how semantic arguments map to the syntax – is one of the challenges for theories of the syntax-semantics interface. In this new approach, Janet Randall explores the hypothesis that the positions of syntactic arguments are strictly determined by lexical argument geometry. Yielding novel – if sometimes surprising – conclusions, her Isomorphic Linking Hypothesis establishes the linking patterns of a wide range of verbs and, with those results, shows how to reason ""backwards"" from how a given verb\'s arguments link to what its lexical representation must be. Along the way, the investigation takes on thorny lexical issues – reformulating the Theta Criterion, revisiting the multiple lexical-entry debate, eliminating ""indirect"" arguments and redefining unaccusativity. It offers new insights into how arguments are represented, assembles a host of argument/adjunct diagnostics, and re-examines the relation between arguments and predicates. The result of this incisive study is a simple and consistent account of linking, integrated with a radical rethinking of the nature of arguments and argument structure. From the reviews: ""Janet Randall’s Linking: The Geometry of Argument Structure, is an authoritative journey through a minefield of critical problems. Arguing a symmetry between conceptual structure and argument structure, it will richly reward those readers who do themselves the favor of taking the trip."" (Samuel Jay Keyser, Professor Emeritus, MIT) ""In this book, Janet Randall, building on much recent research, develops her own version of a geometrical theory of the lexicon and explores a restrictive hypothesis on how lexical entries project into syntactic structure, based on structure preservation. Even those who, like myself, are not so inclined to think of word meaning in geometric terms, will find in this book a striking series of puzzles, challenges, and insights."" (Gennaro Chierchia, Haas Foundations Professor of Linguistics, Harvard University) ""Janet Randall\'s book is a model of how to reason across the interface between conceptual structure and syntax. It is a goldmine of razor sharp observations about argument structure and morphology. Each theoretical step is supported by carefully developed empirical evidence. It will be a lasting accomplishment at both the theoretical and empirical level."" (Tom Roeper, University of Massachusetts, Amherst).']",,,,left_only
Janne Virkkunen,"['Virkkunen, Janne.author.authttp://id.loc.gov/vocabulary/relators/aut']",['Freedom of Speech and Information in Global Perspective [electronic resource] /'],[nan],[nan],['eng'],['Constitutional Law.'],"['This book offers a unique exploration of the current state of freedom of speech as a basic right available to everyone. The research focuses on the different development stages of the concept of freedom of speech and the use of modern indicators to depict the its treatment in different legal cultures, including the obligations under international treaties and the effects that the globalising and digitalising environment have had on it. The authors conduct a broad survey of freedom of speech around the world, from Europe over Russia and both Americas to Africa, Asia, and Australia. The aim of this survey is to identify safeguards of freedom of speech on both a national and an international level, violations and threat scenarios, and in particular challenges to freedom of speech in the digital era.']",,,,left_only
J Beer,"['Beer, J.author.authttp://id.loc.gov/vocabulary/relators/aut']","['D. H. Lawrence [electronic resource] : Nature, Narrative, Art, Identity /']",[nan],[nan],['eng'],['Fiction.'],"['A full account of Lawrence, ranging from his talent as a young writer to the continuing genius of his later work, and concentrating on his exceptionally acute powers of observation, both human and natural.']",,,,left_only
Jayanta Kumar Das Gupta,"['Gupta, Jayanta Kumar Das.']",['A critical study of the life and novels of Bankimcandra /'],[1937.0],"['Calcutta, ']",['eng'],[nan],['[With a bibliography.]'],,,,left_only
Jean Francois Lyotard,"['Lyotard, Jean François.']","['Peregrinations : law, form, event /']",[1988.0],"['New York : Columbia University Press,']",['eng'],['Socialism.'],"['""Checklist of writings by and about Jean-François Lyotard""--P. 77-112.']",,,,left_only
Jean Hubert,"['Hubert, Jean,1902-1994.']","[""Histoire de Charleville depuis son origine, jusqu'en 1854""]",[1986.0],[nan],['und'],[nan],"['Facsimile reprint of the 1854 ed., published by the author in Charleville']",,,,left_only
Jean Jacques Rutledge,"['Rutledge, Jean Jacques,1742-1794.']","['Memoirs of Julia de M*****, a reclaimed courtezan. From the French of le Chevalier Rutledge, author of La quinzaine Anglaise. In two volumes. ...']",[1741.0],"['London : printed for Bentley and Co; and C. Lowndes,']",['eng'],[nan],['ESTC'],,,,left_only
Jean Lee Latham,"['Latham, Jean Lee.']","['On stage, Mr. Jefferson! [A novel based on the life of the American actor, Joseph Jefferson] /']",[1958.0],"['New York, ']",['eng'],[nan],[nan],,,,left_only
Jean Plaidy,"['Plaidy, Jean,1906-1993.', 'Plaidy, Jean,1906-1993.', 'Plaidy, Jean,1906-1993.', 'Plaidy, Jean,1906-1993.', 'Plaidy, Jean,1906-1993.', 'Plaidy, Jean,1906-1993.']","[""The Queen's favourites /"", 'Rose without a thorn /', 'The bastard king', 'The three crowns', 'The passionate enemies', ""Madame Serpent. [A novel based on the life of Catherine de' Medici.]""]","[1973.0, 1995.0, 1977.0, 1973.0, 1976.0, 1951.0]","['London Pan Books', 'London : HarperCollins,', 'London Pan Books', 'London Pan Books', 'London Hale', 'New York,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, 'English fiction.', nan, nan, nan]","['Bibliographyp.7', nan, 'Bibliography: p.7', 'Bibliographyp.7', 'Bibliography: p.7', nan]",,,,left_only
Jean S. George,"['George, Jean S.']",['Paintings in three eighteenth-century British novels [microform] /'],[1995.0],[nan],['eng'],['Painting in literature.'],['Microfiche.'],,,,left_only
Jean Stubbs,"['Stubbs, Jean,1926-', 'Stubbs, Jean,1926-', 'Stubbs, Jean,1946-']","[""Kit's Hill"", 'The golden crucible /', 'AfroCuba : an anthology of Cuban writing on race, politics and culture /']","[1980.0, 1985.0, 1993.0]","['London Pan Books in association with Macmillan', 'Bath : Chivers Press,     ', 'Melbourne : Ocean ; London : Latin America Bureau,']","['eng', 'eng', 'eng']","['English fiction.', nan, nan]","['Originally published: London : Macmillan, 1978', 'Originally published: London : Macmillan, 1976.', nan]",,,,left_only
