author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency
Gweneth Lilly,"['Lilly, Gweneth.', 'Lilly, Gweneth.']", '["Rwy\'n cofio dy dad nofel am gyfnod Llywelyn ap Gruffydd", \'Gwerfyl and the great plague /\']', "[1982.0, 1993.0]","['Llandysul Gwasg Gomer', 'Llandysul : Pont Books,']","['wel', 'eng']","[nan, nan]","[nan, 'Welsh version originally published: Llandysul: Gomer, 1990.']",1982.0,1993.0,2
H. C. Bailey,"['Bailey, H. C.(Henry Christopher),1878-1961.', 'Bailey, H. C.(Henry Christopher),1878-1961.']", "['The gentleman adventurer.', 'The pillar of fire.']", "[1914.0, 1918.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1914.0,1918.0,2
H. D. Traill,"['Traill, H. D.(Henry Duff),1842-1900.']", "['The new Lucian being a series of dialogues of the dead.']", [1900.0],"['London,']",['eng'],[nan],[nan],1900.0,1900.0,1
H. G. Wells,"['Wells, H. G.(Herbert George),1866-1946,author.', 'Wells, H. G.(Herbert George),1866-1946.', 'Wells, H. G.(Herbert George),1866-1946.', 'Wells, H. G.(Herbert George),1866-1946.', 'Wells, H. G.(Herbert George),1866-1946.', 'Wells, H. G.(Herbert George),1866-1946.', 'Wells, H. G.(Herbert George),1866-1946.Time machine.']", "['nan', 'The first men in the moon /', 'The war in the air, and particularly how Mr. Bert Smallways fared while it lasted. [A novel] /', 'Bealby. Abridged /', 'The new teaching of history. With a reply to some recent criticisms of The outline of history [i.e. those of Arnold W. Gomme, the Archbishop of Liverpool and Joseph H.P. Belloc.]', 'Washington and the hope of peace, etc.', 'The time machine /']", "[1954.0, 1914.0, 1958.0, 1921.0, 1922.0, 2008.0]","[nan, 'London, ', 'London, ', 'London, ', 'London, ', 'London,', 'Harlow : Pearson Education,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, 'Readers.']","[nan, nan, nan, nan, nan, nan, nan]",1914.0,2008.0,6
H. L. Mencken,"['Mencken, H. L.(Henry Louis),1880-1956.', 'Mencken, H. L.(Henry Louis),1880-1956.']", "['Americana, 1926.', 'Jo. Burch. Menckenii De charlataneria eruditorum declamationes duae, : cum notis variorum.']", "[1926.0, 1716.0]","['London,', 'Amstelodami. : [s.n.],']","['eng', 'lat']","[nan, 'Literature']","[nan, 'Pages 252 and 253 misnumbered 152 and 153.']",1716.0,1926.0,2
Hablot Knight Browne,"['Browne, Hablot Knight,1815-1882.']", "['Hunting bits /']", [1862.0],"['London,']",['eng'],[nan],[nan],1862.0,1862.0,1
Hal Clement,"['Clement, Hal,1922-']", "['Still river']", [1988.0],['Sphere'],['eng'],[nan],[nan],1988.0,1988.0,1
Hal Porter,"['Porter, Hal.']", "['It could be you']", [1973.0],['London Hale'],['eng'],"['Short stories, Australian.']",['Previous control number ISBN 0 7091 3884 9'],1973.0,1973.0,1
Hannah More,"['More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.', 'More, Hannah,1745-1833.']", "['The works of Miss Hannah More in prose and verse.', 'The roguish miller; or, nothing got by cheating: A true ballad.', 'Sunday reading. On carrying religion into the common business of life. A dialogue between James Stock and Will. Simpson, the shoemakers, etc. /', 'Village politics Addressed to all the mechanics, journeymen, and day labourers, in Great Britain. By Will Chip, a country carpenter.', 'Percy, a tragedy. As it is acted at the Theatre-Royal in Covent-Garden.', 'The shepherd of Salisbury Plain.', 'Florio: a tale, for fine gentlemen and fine ladies: and, The bas bleu; or, conversation. Two poems.', 'Thoughts on the importance of the manners of the great to general society.']", "[1778.0, 1800.0, 1820.0, 1792.0, 1788.0, 1820.0, 1787.0, 1788.0]","['Cork : printed by Thomas White,', '[Bath] : Orders sent to S. Hazard, Bath, printer. - These tracts may also be had of R. White; and J. Marshall, London; J. Cottle, Bristol; and of all booksellers, newsmen, and hawkers, in town and country,', 'Dublin,', 'London : printed for and sold by F. and C. Rivington,', 'London : printed for T. Cadell,', 'Edinburgh :  Ogle, Allardice & Thomson, ', 'London : printed for T. Cadell,', 'Dublin : printed by P. Byrne,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, nan, nan]","['ESTC', 'ESTC', nan, 'ESTC', 'ESTC', '[A xerox copy of the title page and frontispiece.]', 'ESTC', 'ESTC']",1778.0,1820.0,8
Hans Scherfig,"['Scherfig, Hans,1905-1979.']", "['Den forsvundne fuldmægtig']", [1971.0],['[Copenhagen] Gyldendal'],['dan'],['Danish fiction.'],[nan],1971.0,1971.0,1
Harold Bloom,"['Bloom, Harold.', 'Bloom, Harold.']", "['Thomas Carlyle /', 'Langston Hughes /']", "[1986.0, 2008.0]","['New York : Chelsea House Publishers,', 'New York : Blooms Literary Criticism,']","['eng', 'eng']","['Carlyle, Thomas, 1795-1881', 'African Americans in literature.']","['Includes bibliographical references and index.', nan]",1986.0,2008.0,2
Harold Frederic,"['Frederic, Harold.']", "['March hares /']", [1896.0],"['London, ']",['eng'],[nan],[nan],1896.0,1896.0,1
Harry Andrews,"['Andrews, Harry,Official Trainer to the Amateur Athletic Association.']", "['Training for athletics and general health.']", [1903.0],"['London, ']",['eng'],[nan],[nan],1903.0,1903.0,1
Harry Sinclair Lewis,"['Lewis, Harry Sinclair.', 'Lewis, Harry Sinclair.']", "['Cass Timberlane. Roman /', 'Babbitt /']", "[1946.0, 1922.0]","['London, ', 'London, ']","['fre', 'eng']","[nan, nan]","[nan, nan]",1922.0,1946.0,2
Havelock Ellis,"['Ellis, Havelock,1859-1939.']", "['The task of social hygiene.']", [1927.0],"['London, ']",['eng'],[nan],[nan],1927.0,1927.0,1
Heather Dubrow,"['Dubrow, Heather,1945-']", "['A happier Eden : the politics of marriage in the Stuart epithalamium /']", [1990.0],"['Ithaca, N.Y. ; London : Cornell University Press,']",['eng'],['Politics in literature.'],['Includes bibliographical references and index.'],1990.0,1990.0,1
Heather McPherson,"['McPherson, Heather,1942-']", "['Travel and other compulsions /']", [2004.0],"['Paekakariki [N.Z.] : Earl of Seacliff Art Workshop,']",['eng'],[nan],[nan],2004.0,2004.0,1
Heinrich Fraenkel,"['Fraenkel, Heinrich,1897-1986.']", "['The hundred days to Hitler']", [1974.0],['London Dent'],['eng'],[nan],['Bibliography: p.233-235. - Includes index'],1974.0,1974.0,1
Helen Chambers,"['Chambers, Helen,1947-']", "['The changing image of Theodor Fontane /']", [1997.0],"['Columbia, SC : Camden House,']",['eng'],"['Fontane, Theodor, 1819-1898']",['BNA'],1997.0,1997.0,1
Helen Keller,"['Keller, Helen,1880-1968.']", "['The chant of the stone wall.']", [1910.0],"['London, ']",['eng'],[nan],[nan],1910.0,1910.0,1
Henry Adams,"['Adams, Henry,1838-1918.']", "['Documents relating to New England federalism: 1800-1815 /']", [1967.0],"['New York,']",['eng'],[nan],[nan],1967.0,1967.0,1
Henry Bendelack Hewetson,"['Hewetson, Henry Bendelack.', 'Hewetson, Henry Bendelack.']", "['The influence of joy upon the workman and his work. A paper read before the Beverley Church Institute, on Tuesday, the 21st of October, 1879 ...', 'Localization of headache and sick headache ...']", "[1880.0, 1897.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1880.0,1897.0,2
Henry Denker,"['Denker, Henry.', 'Denker, Henry.']", "['The Scofield diagnosis', 'A far country. A drama in three acts, etc.']", "[1979.0, 1961.0]","['London Mayflower', 'New York; London, ']","['eng', 'eng']","['English fiction.', nan]","['Originally published: New York : Simon and Schuster, 1977 ; London : W.H. Allen, 1978', nan]",1961.0,1979.0,2
Henry Frith,"['Frith, Henry,1840-1910.', 'Frith, Henry,1840-1910.']", "['King Arthur and his knights of the round table.', 'The triumphs of steam.']", "[1884.0, 1892.0]","['London,', 'London,']","['eng', 'eng']","[nan, nan]","[nan, nan]",1884.0,1892.0,2
Henry Stephen Clubb,"['Clubb, Henry Stephen, 1827-']", "['The Maine liquor law [microform] : its origin, history, and results, including a life of Hon. Neal Dow /']", [1856.0],"['New York : Pub. for the Maine law statistical society, by Fowler and Wells,']",['eng'],['Prohibition.'],['Microfiche.'],1856.0,1856.0,1
Henry Stephens Salt,"['Salt, Henry Stephens,1851-1939.', 'Salt, Henry Stephens,1851-1939.', 'Salt, Henry Stephens,1851-1939.']", "['The nursery of Toryism. Reminiscences of Eton under Hornby /', 'The life of Henry David Thoreau.', 'Percy Bysshe Shelley: poet and pioneer. A biographical study.']", "[1911.0, 1890.0, 1896.0]","['London,', 'London,', 'London, ']","['eng', 'eng', 'eng']","[nan, nan, nan]","['Earlier issue has title: Eton under Hornby. Some reminiscences & reflections.', nan, nan]",1890.0,1911.0,3
Henry Theophilus Finck,"['Finck, Henry Theophilus,1854-1926.']", "['Massenet and his operas.']", [1910.0],"['New York & London,']",['eng'],[nan],[nan],1910.0,1910.0,1
Henry Wadsworth Longfellow,"['Longfellow, Henry Wadsworth,1807-1882.', 'Longfellow, Henry Wadsworth,1807-1882.', 'Longfellow, Henry Wadsworth,1807-1882.', 'Longfellow, Henry Wadsworth,1807-1882.', 'Longfellow, Henry Wadsworth,1807-1882.', 'Longfellow, Henry Wadsworth,1807-1882.']", "['nan', 'Birthday and anniversary book.', 'Excelsior.', 'Poems, with life.', 'Evangeline: a tale of Acadie.', 'Prose works. Outre-mer, Hyperion, and Kavanagh.']", "[1906.0, 1904.0, 1901.0, 1915.0, 1887.0]","[nan, 'London,', 'London, New York, ', 'London,', 'Oxford, ', 'London,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, '"Uniform with Tit-bits monster series".', nan, nan]",1887.0,1915.0,5
Henry Ward Beecher,"['Beecher, Henry Ward,1813-1887.']", "['This thought of continued life, immortal life, underlies all modern religions ...']", [1885.0],['South Hampstead'],['und'],[nan],[nan],1885.0,1885.0,1
Henryk Sienkiewicz,"['Sienkiewicz, Henryk,1846-1916.']", "['Without dogma. A novel of modern Poland /']", [1893.0],"['London,']",['eng'],[nan],[nan],1893.0,1893.0,1
Herman Melville,"['Melville, Herman,1819-1891.']", "['Pierre, or, The ambiguities Israel Potter : his fifty years of exile The piazza tales The confidence man : his masquerade Uncollected prose Billy Budd, sailor : (an inside narrative) /']", [1984.0],['Cambridge Press Syndicate of the University of Cambridge'],['eng'],[nan],[nan],1984.0,1984.0,1
Hermann Hesse,"['Hesse, Hermann,1877-1962.', 'Hesse, Hermann,1877-1962.', 'Hesse, Hermann,1877-1962.']", "['Die Gedichte.', 'Stufen: alte und neue Gedichte in Auswahl.', 'Peter Camenzind /']", "[1942.0, 1961.0, 1967.0]","['Zürich, ', 'Zürich, ', 'Harmondsworth Penguin']","['ger', 'ger', 'eng']","[nan, nan, nan]","[nan, nan, 'This translation originally published: London : Owen, 1961']",1942.0,1967.0,3
Hesiod,['Hesiod.'], "['Erga kai hēmerai / ']", [1765.0],"['Padova, ']",['ita'],[nan],[nan],1765.0,1765.0,1
Hilaire Belloc,"['Belloc, Hilaire,1870-1953.', 'Belloc, Hilaire,1870-1953.', 'Belloc, Hilaire,1870-1953.']", "['Esto Perpetua: Algerian studies and impressions. [Illustrated.]', 'On nothing & kindred subjects.', 'Cromwell. [A biography.] With ... maps [and a portrait.]']", "[1906.0, 1913.0, 1934.0]","['London,', 'London, ', 'London,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1906.0,1934.0,3
Honore de Balzac,"['Balzac, Honoré de,1799-1850.Duchess of Langeais.', 'Balzac, Honoré de,1799-1850.', 'Balzac, Honoré de,1799-1850.']", "['Great French romances /', 'The two young brides. Translated from the French /', 'Le Curé de Tours. Pierrette /']", "[1946.0, 1902.0, 1965.0]","['London,', 'London, ', 'Paris, ']","['eng', 'eng', 'fre']","[nan, nan, nan]","['The Princess of Cleves / by Madame de Lafayette -- Manon Lescaut / by the Abbé Prévost -- Dangerous acquaintances / by Choderlos de Laclos -- The Duchess of Langeais / by Honoré de Balzac.', nan, nan]",1902.0,1965.0,3
Howard Atwood Kelly,"['Kelly, Howard Atwood.']", "['Operative gynecology.']", [1898.0],"['London, ']",['eng'],[nan],[nan],1898.0,1898.0,1
Hubert Selby,"['Selby, Hubert.']", "['Last exit to Brooklyn /']", [1966.0],"['London : Calder and Boyars,']",['eng'],[nan],[nan],1966.0,1966.0,1
Hugh Henry Home Popham,"['Popham, Hugh Henry Home.']", "['Three cantos from To the unborn - Greetings.']", [1946.0],"['London :  Dropmore Press, ']",['eng'],[nan],['One of an edition of eighty-one copies.'],1946.0,1946.0,1
Hugh Martin,"['Martin, Hugh,1890-1964.', 'Martin, Hugh,1890-1964.']", '[\'On loving God, and selections from sermons /\', "The Lord\'s Prayer."]', "[1959.0, 1951.0]","['London,', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1951.0,1959.0,2
Huntington Sheldon,"['Sheldon, Huntington.']", "['An introduction to the study of disease']", [1977.0],['Philadelphia Lea and Febiger London Kimpton'],['eng'],['Medicine.'],['Includes bibliographies and index'],1977.0,1977.0,1
Huw Watkins,"['Watkins, Huw.']", "['At a stroke : the rollercoaster of living with someone who has had a stroke /']", [2006.0],"['Great Ambrook : White Ladder,']",['eng'],['Cardiovascular disease'],"["Huw Watkins' wife suffered a brainstem stroke in May 2003. For the next six months he found himself on an emotional roller-coaster as he looked after her, and learnt to look after himself at the same time. This is his story, together with his advice to help other carers of stroke victims."]",2006.0,2006.0,1
Hyde Clarke,"['Clarke, Hyde.']", "['The early history of the Mediterranean populations, &c., in their migrations and settlements ...']", [1882.0],"['London, ']",['eng'],[nan],[nan],1882.0,1882.0,1
I. J. Gelb,"['Gelb, I. J.(Ignace Jay),1909-']", "['Glossary of Old Akkadian']", [1973.0],['Chicago London University of Chicago Press'],['eng'],['Assyro-Babylonian language'],"['Originally published: Chicago : Chicago University Press ; London : Cambridge University Press, 1957']",1973.0,1973.0,1
Iain Dale,"['Dale, Iain,1962-']", "['Dictionary of Conservative quotations /']", [1999.0],"["London : Politico's Publishing,"]",['eng'],['Conservatism'],['Includes index.'],1999.0,1999.0,1
Ian Brown,"['Brown, Ian,1945 February 28-', 'Brown, Ian.']", '[\'Poems for Joan /\', "Nottinghamshire\'s industrial heritage"]', "[2001.0, 1989.0]","['Perth : Perth Theatre,', 'Nottingham Nottinghamshire County Council Leisure Services']","['eng', 'eng']","[nan, 'Industrial archaeology']","[nan, nan]",1989.0,2001.0,2
Ida Mett,"['Mett, Ida.']", "['The Kronstadt Commune. Recently translated. Contains hitherto unavailable documents and a full bibliography.']", [1967.0],"['Bromley,']",['eng'],[nan],['Duplicated.'],1967.0,1967.0,1
Indro Montanelli,"['Montanelli, Indro,1909-2001.']", "['Ritratti /']", [1988.0],"['Milano : Rizzoli,']",['ita'],[nan],['Includes index.'],1988.0,1988.0,1
Ingrid Mattson,"['Mattson, Ingrid.']", '["The story of the Qur\'an : its history and place in Muslim life /"]', [2008.0],"['Malden, Mass. ; Oxford : Blackwell,']",['eng'],['Qurʼan'],['Includes bibliographical references (p. [239]-251) and index.'],2008.0,2008.0,1
Ira Levin,"['Levin, Ira,1929-2007.', 'Levin, Ira,1929-2007.Boys from Brazil.']", '["Rosemary\'s baby", \'The boys from Brazil /\']', "[1968.0, 1997.0]","['Pan', 'Harlow : Longman,']","['eng', 'eng']","[nan, 'Holocaust, Jewish (1939-1945)']","['Originally published (B67-9246) Joseph, 1967', 'Originally published: London : Penguin, 1995.']",1968.0,1997.0,2
Irving Wallace,"['Wallace, Irving,1916-1990.', 'Wallace, Irving,1916-1990.']", "['The R document a novel', 'The plot']", "[1976.0, 1968.0]","['London Cassell', 'London New English Library']","['eng', 'eng']","['English fiction.', nan]","['Also published: New York : Simon and Schuster, 1976', 'Originally published, New York: Simon & Schuster; (B67-16571), London: Cassell, 1967']",1968.0,1976.0,2
Irwin Shaw,"['Shaw, Irwin,1913-1984.']", "['Sailor off the Bremen, and other stories.']", [1940.0],"['London, ']",['eng'],[nan],[nan],1940.0,1940.0,1
Ivo Andric,"['Andrić, Ivo,1892-1975.']", "['The bridge on the Drina /']", [1959.0],"['London, ']",['eng'],[nan],[nan],1959.0,1959.0,1
J. B. Jones,"['Jones, J. B.']", "['Diurnalia Portulacana : a Romano-British war-time diary for the year 407 A.D.']", [1949.0],"['Swindon,']",['lat'],[nan],[nan],1949.0,1949.0,1
J. B. Priestley,"['Priestley, J. B.(John Boynton),1894-1984.', 'Priestley, J. B.(John Boynton),1894-1984.', 'Priestley, J. B.(John Boynton),1894-1984.']", '["It\'s an old country.", \'The Bodley head Leacock. [Selections] /\', \'When we are married and other plays\']', "[1967.0, 1957.0, 1969.0]","['London,', 'London,', 'Harmondsworth Penguin']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, "Originally published in 'The plays of J. B. Priestley', vols 1-30. London: Heinemann, 1948-50"]",1957.0,1969.0,3
J. I. Rodale,"['Rodale, J. I.(Jerome Irving),1898-1971.']", "['Sex and the healthy prostate']", [1968.0],['Rodale P'],['eng'],[nan],[nan],1968.0,1968.0,1
J. K. Rowling,"['Rowling, J. K.']", "['Harry Potter i el calze de foc /']", [2001.0],"['Barcelona : Editorial Empúries,']",['cat'],['Wizards'],['Translation of: Harry Potter and the goblet of fire.'],2001.0,2001.0,1
J. Krishnamurti,"['Krishnamurti, J.(Jiddu),1895-', 'Krishnamurti, J.(Jiddu),1895-']", "['The kingdom of happiness.', 'Krishnamurti to himself his last journal']", "[1927.0, 1987.0]","['London, ', 'London Gollancz']","['eng', 'eng']","[nan, 'Philosophy.']","[nan, nan]",1927.0,1987.0,2
J. M. Barrie,"['Barrie, J. M.(James Matthew),1860-1937.', 'Barrie, J. M.(James Matthew),1860-1937', 'Barrie, J. M.(James Matthew),1860-1937author.', 'Barrie, J. M.(James Matthew),1860-1937.', 'Barrie, J. M.(James Matthew),1860-1937.']", "['A Tillyloss scandal [and other stories.]', 'The little minister /', 'nan', 'George Meredith /', 'The little minister']", "[1893.0, 1934.0, 1911.0, 1905.0]","['New York,', 'New York : A.L. Burt Co.,', nan, 'Portland, Maine :  Thomas B. Mosher, ', 'Chicago Donohue']","['eng', 'eng', 'rus', 'eng', 'eng']","[nan, nan, nan, 'English literature', 'Scottish fiction.']","[nan, nan, nan, nan, nan]",1893.0,1934.0,4
J. P. Donleavy,"['Donleavy, J. P.(James Patrick),1926-2017.']", "['The beastly beatitudes of Balthazar B']", [1969.0],['London Eyre & Spottiswoode'],['eng'],[nan],"['Originally published, New York: Delacorte P., 1968']",1969.0,1969.0,1
J. Pierpont Morgan,"['Morgan, J. Pierpont(John Pierpont),1837-1913.']", "['Catalogue of manuscripts and early printed books from the libraries of William Morris, Richard Bennett, Bertram, fourth Earl of Ashburnham, and other sources. Now forming portion of the library of J. Pierpont Morgan. [With facsimiles.]']", [1906.0],"['London,']",['eng'],[nan],['Wanting vol. 1. - The catalogue of manuscripts.'],1906.0,1906.0,1
